time_left,ct_health,t_health,ct_armor,ct_players_alive,t_players_alive,bomb_planted
74.95,400.0,398.0,400.0,4.0,4.0,0
54.95,400.0,398.0,400.0,4.0,4.0,0
34.95,400.0,398.0,400.0,4.0,4.0,0
27.63,300.0,398.0,300.0,3.0,4.0,1
7.63,300.0,398.0,300.0,3.0,4.0,1
174.96,500.0,500.0,300.0,5.0,5.0,0
114.96,500.0,500.0,500.0,5.0,5.0,0
94.96,500.0,500.0,500.0,5.0,5.0,0
74.96,500.0,500.0,500.0,5.0,5.0,0
54.96,500.0,500.0,500.0,5.0,5.0,0
34.96,259.0,200.0,297.0,3.0,2.0,0
14.96,259.0,100.0,297.0,3.0,1.0,0
174.95,500.0,500.0,297.0,5.0,5.0,0
114.95,500.0,500.0,500.0,5.0,5.0,0
94.95,452.0,461.0,494.0,5.0,5.0,0
74.95,452.0,455.0,494.0,5.0,5.0,0
54.95,398.0,302.0,486.0,5.0,4.0,0
34.95,371.0,108.0,482.0,5.0,2.0,0
174.95,500.0,500.0,382.0,5.0,5.0,0
114.95,500.0,500.0,494.0,5.0,5.0,0
94.95,346.0,474.0,488.0,5.0,5.0,0
74.95,346.0,474.0,488.0,5.0,5.0,0
54.95,346.0,474.0,488.0,5.0,5.0,0
34.95,246.0,300.0,388.0,4.0,3.0,0
14.95,20.0,176.0,190.0,2.0,2.0,0
174.95,500.0,500.0,0.0,5.0,5.0,0
114.96,500.0,500.0,400.0,5.0,5.0,0
94.96,500.0,400.0,400.0,5.0,4.0,0
34.1,300.0,364.0,300.0,3.0,4.0,1
175.0,500.0,500.0,0.0,5.0,5.0,0
175.0,500.0,500.0,100.0,5.0,5.0,0
175.0,500.0,500.0,100.0,5.0,5.0,0
175.0,500.0,500.0,200.0,5.0,5.0,0
175.0,500.0,500.0,300.0,5.0,5.0,0
175.0,500.0,500.0,400.0,5.0,5.0,0
175.0,500.0,500.0,400.0,5.0,5.0,0
175.0,500.0,500.0,400.0,5.0,5.0,0
175.0,500.0,500.0,400.0,5.0,5.0,0
175.0,500.0,500.0,400.0,5.0,5.0,0
175.0,500.0,500.0,400.0,5.0,5.0,0
175.0,500.0,500.0,400.0,5.0,5.0,0
175.0,500.0,500.0,400.0,5.0,5.0,0
175.0,500.0,500.0,400.0,5.0,5.0,0
175.0,500.0,500.0,400.0,5.0,5.0,0
175.0,500.0,500.0,400.0,5.0,5.0,0
175.0,500.0,500.0,400.0,5.0,5.0,0
167.59,500.0,500.0,400.0,5.0,5.0,0
107.59,500.0,500.0,400.0,5.0,5.0,0
87.59,500.0,400.0,400.0,5.0,4.0,0
67.6,192.0,100.0,188.0,3.0,1.0,0
174.95,500.0,500.0,188.0,5.0,5.0,0
114.95,500.0,500.0,500.0,5.0,5.0,0
94.95,500.0,499.0,500.0,5.0,5.0,0
174.95,500.0,500.0,408.0,5.0,5.0,0
94.98,346.0,442.0,300.0,4.0,5.0,0
28.26,300.0,442.0,240.0,3.0,5.0,1
8.26,300.0,442.0,240.0,3.0,5.0,1
174.95,500.0,500.0,240.0,5.0,5.0,0
175.0,500.0,500.0,440.0,5.0,5.0,0
169.72,500.0,500.0,440.0,5.0,5.0,0
109.72,500.0,500.0,440.0,5.0,5.0,0
89.72,500.0,500.0,440.0,5.0,5.0,0
69.72,500.0,292.0,440.0,5.0,4.0,0
49.72,487.0,240.0,438.0,5.0,3.0,0
174.95,500.0,500.0,334.0,5.0,5.0,0
114.95,500.0,500.0,434.0,5.0,5.0,0
94.95,500.0,500.0,434.0,5.0,5.0,0
54.95,495.0,400.0,432.0,5.0,4.0,0
34.95,376.0,300.0,332.0,4.0,3.0,0
174.96,500.0,500.0,92.0,5.0,5.0,0
114.96,500.0,500.0,492.0,5.0,5.0,0
94.96,500.0,400.0,492.0,5.0,4.0,0
174.96,500.0,500.0,392.0,5.0,5.0,0
114.96,500.0,500.0,492.0,5.0,5.0,0
94.96,500.0,496.0,492.0,5.0,5.0,0
74.96,500.0,496.0,492.0,5.0,5.0,0
54.96,500.0,496.0,492.0,5.0,5.0,0
34.96,500.0,496.0,492.0,5.0,5.0,0
39.55,200.0,300.0,192.0,2.0,4.0,1
174.95,500.0,500.0,0.0,5.0,5.0,0
175.0,500.0,500.0,0.0,5.0,5.0,0
171.78,500.0,500.0,0.0,5.0,5.0,0
111.78,500.0,500.0,500.0,5.0,5.0,0
91.78,500.0,456.0,500.0,5.0,5.0,0
71.78,500.0,456.0,500.0,5.0,5.0,0
31.78,348.0,100.0,391.0,4.0,1.0,0
174.95,500.0,500.0,387.0,5.0,5.0,0
114.96,500.0,500.0,496.0,5.0,5.0,0
94.96,300.0,500.0,300.0,3.0,5.0,0
74.96,153.0,500.0,195.0,2.0,5.0,0
22.21,12.0,125.0,170.0,2.0,2.0,1
174.95,500.0,500.0,0.0,5.0,5.0,0
114.96,500.0,500.0,500.0,5.0,5.0,0
94.96,500.0,451.0,500.0,5.0,5.0,0
74.96,426.0,451.0,498.0,5.0,5.0,0
54.96,410.0,366.0,492.0,5.0,5.0,0
34.96,410.0,297.0,492.0,5.0,5.0,0
174.95,500.0,500.0,0.0,5.0,5.0,0
114.96,500.0,500.0,0.0,5.0,5.0,0
94.96,457.0,337.0,0.0,5.0,4.0,0
74.96,314.0,200.0,0.0,4.0,2.0,0
38.68,214.0,200.0,0.0,3.0,2.0,1
18.68,14.0,34.0,0.0,1.0,1.0,1
174.95,500.0,500.0,0.0,5.0,5.0,0
114.96,500.0,500.0,500.0,5.0,5.0,0
94.96,473.0,400.0,496.0,5.0,4.0,0
74.96,473.0,400.0,496.0,5.0,4.0,0
54.96,300.0,301.0,300.0,3.0,4.0,0
29.1,300.0,301.0,300.0,3.0,4.0,1
9.1,300.0,301.0,300.0,3.0,4.0,1
175.0,500.0,500.0,298.0,5.0,5.0,0
175.0,500.0,500.0,298.0,5.0,5.0,0
158.53,500.0,500.0,498.0,5.0,5.0,0
98.53,300.0,492.0,298.0,3.0,5.0,0
174.96,500.0,500.0,0.0,5.0,5.0,0
114.96,500.0,500.0,400.0,5.0,5.0,0
94.96,500.0,500.0,400.0,5.0,5.0,0
74.96,500.0,400.0,400.0,5.0,4.0,0
54.96,219.0,100.0,285.0,3.0,1.0,0
174.95,500.0,500.0,185.0,5.0,5.0,0
114.96,500.0,500.0,485.0,5.0,5.0,0
94.96,500.0,500.0,485.0,5.0,5.0,0
74.96,500.0,500.0,485.0,5.0,5.0,0
54.96,492.0,500.0,485.0,5.0,5.0,0
20.59,300.0,428.0,285.0,3.0,5.0,1
175.0,500.0,500.0,0.0,5.0,5.0,0
175.0,500.0,500.0,0.0,5.0,5.0,0
175.0,500.0,500.0,0.0,5.0,5.0,0
175.0,500.0,500.0,0.0,5.0,5.0,0
175.0,500.0,500.0,0.0,5.0,5.0,0
175.0,500.0,500.0,0.0,5.0,5.0,0
175.0,500.0,500.0,0.0,5.0,5.0,0
175.0,500.0,500.0,0.0,5.0,5.0,0
175.0,500.0,500.0,0.0,5.0,5.0,0
164.94,500.0,500.0,300.0,5.0,5.0,0
104.94,500.0,500.0,400.0,5.0,5.0,0
84.94,407.0,397.0,394.0,5.0,5.0,0
64.94,116.0,382.0,200.0,2.0,5.0,0
174.96,500.0,500.0,0.0,5.0,5.0,0
114.96,500.0,500.0,0.0,5.0,5.0,0
94.96,456.0,500.0,0.0,5.0,5.0,0
74.96,452.0,500.0,0.0,5.0,5.0,0
54.96,156.0,479.0,0.0,2.0,5.0,0
174.95,500.0,500.0,0.0,5.0,5.0,0
114.95,500.0,500.0,500.0,5.0,5.0,0
94.95,400.0,412.0,400.0,4.0,5.0,0
74.95,200.0,268.0,200.0,2.0,4.0,0
22.43,200.0,238.0,200.0,2.0,3.0,1
2.43,200.0,238.0,200.0,2.0,3.0,1
175.0,500.0,500.0,200.0,5.0,5.0,0
164.96,500.0,500.0,200.0,5.0,5.0,0
104.96,500.0,500.0,400.0,5.0,5.0,0
84.96,500.0,483.0,400.0,5.0,5.0,0
64.96,300.0,402.0,200.0,3.0,5.0,0
44.96,100.0,299.0,100.0,1.0,5.0,0
174.95,500.0,500.0,0.0,5.0,5.0,0
114.96,500.0,500.0,500.0,5.0,5.0,0
94.96,500.0,498.0,500.0,5.0,5.0,0
74.96,500.0,492.0,500.0,5.0,5.0,0
54.96,500.0,384.0,500.0,5.0,4.0,0
34.96,500.0,384.0,500.0,5.0,4.0,0
14.96,374.0,100.0,394.0,4.0,1.0,0
174.95,500.0,500.0,394.0,5.0,5.0,0
114.96,500.0,500.0,494.0,5.0,5.0,0
94.96,500.0,483.0,494.0,5.0,5.0,0
74.96,500.0,483.0,494.0,5.0,5.0,0
54.96,500.0,483.0,494.0,5.0,5.0,0
31.81,173.0,150.0,196.0,2.0,2.0,1
11.81,74.0,0.0,96.0,1.0,0.0,1
174.95,500.0,500.0,96.0,5.0,5.0,0
175.0,500.0,500.0,196.0,5.0,5.0,0
175.0,500.0,500.0,496.0,5.0,5.0,0
157.66,500.0,500.0,496.0,5.0,5.0,0
97.66,500.0,368.0,496.0,5.0,4.0,0
77.66,500.0,368.0,496.0,5.0,4.0,0
57.66,500.0,368.0,496.0,5.0,4.0,0
37.66,200.0,100.0,196.0,2.0,1.0,0
174.95,500.0,500.0,196.0,5.0,5.0,0
114.95,500.0,500.0,496.0,5.0,5.0,0
94.95,500.0,500.0,496.0,5.0,5.0,0
74.95,500.0,500.0,496.0,5.0,5.0,0
54.95,500.0,500.0,496.0,5.0,5.0,0
30.12,300.0,300.0,296.0,3.0,3.0,1
10.12,69.0,100.0,94.0,1.0,1.0,1
174.95,500.0,500.0,0.0,5.0,5.0,0
114.95,500.0,500.0,0.0,5.0,5.0,0
94.95,500.0,500.0,0.0,5.0,5.0,0
39.3,276.0,364.0,0.0,4.0,4.0,1
19.3,132.0,339.0,0.0,2.0,4.0,1
174.96,500.0,500.0,0.0,5.0,5.0,0
114.96,500.0,500.0,500.0,5.0,5.0,0
94.96,500.0,473.0,500.0,5.0,5.0,0
74.96,500.0,473.0,500.0,5.0,5.0,0
54.96,236.0,210.0,290.0,3.0,3.0,0
34.96,236.0,200.0,290.0,3.0,2.0,0
14.96,211.0,100.0,286.0,3.0,1.0,0
174.95,500.0,500.0,286.0,5.0,5.0,0
114.95,500.0,500.0,496.0,5.0,5.0,0
94.95,500.0,486.0,496.0,5.0,5.0,0
74.95,500.0,486.0,496.0,5.0,5.0,0
54.95,500.0,486.0,496.0,5.0,5.0,0
34.95,315.0,375.0,383.0,4.0,4.0,0
174.95,500.0,500.0,300.0,5.0,5.0,0
114.95,500.0,500.0,500.0,5.0,5.0,0
94.95,500.0,492.0,500.0,5.0,5.0,0
174.95,500.0,500.0,397.0,5.0,5.0,0
114.96,500.0,500.0,497.0,5.0,5.0,0
94.96,500.0,499.0,497.0,5.0,5.0,0
74.96,500.0,499.0,497.0,5.0,5.0,0
54.96,407.0,499.0,481.0,5.0,5.0,0
34.96,107.0,399.0,181.0,2.0,4.0,0
32.42,107.0,399.0,181.0,2.0,4.0,1
12.42,107.0,399.0,181.0,2.0,4.0,1
174.95,500.0,500.0,181.0,5.0,5.0,0
114.96,500.0,500.0,481.0,5.0,5.0,0
94.96,500.0,395.0,481.0,5.0,4.0,0
74.96,400.0,129.0,381.0,4.0,3.0,0
54.96,294.0,122.0,281.0,3.0,2.0,0
23.28,94.0,60.0,100.0,1.0,2.0,1
3.28,94.0,60.0,100.0,1.0,2.0,1
174.95,500.0,500.0,100.0,5.0,5.0,0
114.95,500.0,500.0,500.0,5.0,5.0,0
94.95,500.0,495.0,500.0,5.0,5.0,0
74.95,500.0,495.0,500.0,5.0,5.0,0
54.95,490.0,491.0,498.0,5.0,5.0,0
30.69,268.0,255.0,380.0,4.0,3.0,1
166.91,500.0,500.0,0.0,5.0,5.0,0
167.0,500.0,500.0,200.0,5.0,5.0,0
167.0,500.0,500.0,200.0,5.0,5.0,0
167.0,500.0,500.0,200.0,5.0,5.0,0
112.19,500.0,500.0,300.0,5.0,5.0,0
92.12,478.0,362.0,300.0,5.0,4.0,0
72.12,70.0,124.0,187.0,2.0,2.0,0
52.12,69.0,96.0,87.0,1.0,2.0,0
166.86,500.0,500.0,0.0,5.0,5.0,0
106.86,500.0,500.0,400.0,5.0,5.0,0
86.81,385.0,329.0,393.0,4.0,4.0,0
35.63,222.0,229.0,267.0,3.0,3.0,1
15.63,132.0,129.0,253.0,3.0,2.0,1
166.88,500.0,500.0,0.0,5.0,5.0,0
106.83,500.0,500.0,0.0,5.0,5.0,0
86.83,478.0,500.0,0.0,5.0,5.0,0
166.88,500.0,500.0,0.0,5.0,5.0,0
106.88,500.0,500.0,400.0,5.0,5.0,0
86.88,401.0,500.0,389.0,5.0,5.0,0
66.88,401.0,500.0,389.0,5.0,5.0,0
46.81,332.0,471.0,300.0,4.0,5.0,0
26.81,232.0,389.0,200.0,3.0,4.0,0
6.81,144.0,100.0,100.0,2.0,1.0,0
166.91,500.0,500.0,0.0,5.0,5.0,0
106.91,500.0,500.0,400.0,5.0,5.0,0
86.91,500.0,492.0,400.0,5.0,5.0,0
39.81,286.0,414.0,300.0,3.0,5.0,1
19.81,286.0,414.0,300.0,3.0,5.0,1
166.91,500.0,500.0,282.0,5.0,5.0,0
106.91,500.0,500.0,482.0,5.0,5.0,0
86.91,500.0,443.0,482.0,5.0,5.0,0
66.91,449.0,443.0,464.0,5.0,5.0,0
46.84,449.0,434.0,464.0,5.0,5.0,0
26.84,422.0,291.0,459.0,5.0,3.0,0
6.84,100.0,57.0,100.0,1.0,2.0,0
166.91,500.0,500.0,100.0,5.0,5.0,0
106.85,500.0,500.0,500.0,5.0,5.0,0
38.57,310.0,309.0,395.0,4.0,4.0,1
18.58,126.0,0.0,291.0,3.0,0.0,1
166.88,500.0,500.0,291.0,5.0,5.0,0
106.88,500.0,500.0,491.0,5.0,5.0,0
86.88,500.0,296.0,491.0,5.0,4.0,0
66.81,497.0,296.0,489.0,5.0,4.0,0
46.81,497.0,296.0,489.0,5.0,4.0,0
26.81,300.0,162.0,300.0,3.0,3.0,0
166.91,500.0,500.0,300.0,5.0,5.0,0
106.91,500.0,500.0,500.0,5.0,5.0,0
86.86,500.0,363.0,500.0,5.0,4.0,0
66.86,500.0,163.0,500.0,5.0,2.0,0
46.86,500.0,163.0,500.0,5.0,2.0,0
166.91,500.0,500.0,492.0,5.0,5.0,0
106.91,500.0,500.0,492.0,5.0,5.0,0
86.84,500.0,438.0,492.0,5.0,5.0,0
66.84,500.0,203.0,492.0,5.0,4.0,0
26.54,209.0,0.0,246.0,3.0,0.0,1
166.91,500.0,500.0,246.0,5.0,5.0,0
106.91,500.0,500.0,446.0,5.0,5.0,0
86.83,500.0,500.0,446.0,5.0,5.0,0
66.83,400.0,338.0,358.0,4.0,4.0,0
46.83,275.0,198.0,280.0,3.0,3.0,0
166.87,500.0,500.0,175.0,5.0,5.0,0
106.87,500.0,500.0,475.0,5.0,5.0,0
86.87,500.0,500.0,475.0,5.0,5.0,0
66.87,500.0,500.0,475.0,5.0,5.0,0
46.87,500.0,408.0,475.0,5.0,5.0,0
26.82,481.0,359.0,475.0,5.0,5.0,0
6.82,200.0,192.0,175.0,2.0,3.0,0
22.1,92.0,134.0,97.0,1.0,2.0,1
166.88,500.0,500.0,0.0,5.0,5.0,0
106.88,500.0,500.0,500.0,5.0,5.0,0
86.81,453.0,500.0,499.0,5.0,5.0,0
66.81,453.0,500.0,499.0,5.0,5.0,0
46.81,259.0,100.0,358.0,4.0,1.0,0
166.91,500.0,500.0,299.0,5.0,5.0,0
106.84,500.0,500.0,499.0,5.0,5.0,0
86.84,279.0,270.0,484.0,5.0,3.0,0
66.84,229.0,70.0,292.0,3.0,1.0,0
166.91,500.0,500.0,292.0,5.0,5.0,0
106.91,500.0,500.0,492.0,5.0,5.0,0
86.83,500.0,492.0,492.0,5.0,5.0,0
66.83,99.0,86.0,99.0,1.0,2.0,0
46.83,99.0,36.0,99.0,1.0,1.0,0
166.87,500.0,500.0,0.0,5.0,5.0,0
106.8,500.0,500.0,300.0,5.0,5.0,0
86.8,492.0,490.0,295.0,5.0,5.0,0
23.95,100.0,371.0,100.0,1.0,4.0,1
166.88,500.0,500.0,0.0,5.0,5.0,0
106.9,500.0,500.0,300.0,5.0,5.0,0
86.9,498.0,500.0,299.0,5.0,5.0,0
66.9,482.0,500.0,293.0,5.0,5.0,0
46.84,482.0,500.0,293.0,5.0,5.0,0
26.84,200.0,235.0,100.0,2.0,4.0,0
30.38,100.0,100.0,0.0,1.0,1.0,1
166.88,500.0,500.0,0.0,5.0,5.0,0
106.83,500.0,500.0,0.0,5.0,5.0,0
86.83,300.0,468.0,0.0,3.0,5.0,0
66.83,100.0,420.0,0.0,1.0,5.0,0
166.88,500.0,500.0,0.0,5.0,5.0,0
106.88,500.0,500.0,500.0,5.0,5.0,0
66.81,500.0,299.0,500.0,5.0,3.0,0
46.81,471.0,99.0,490.0,5.0,1.0,0
166.91,500.0,500.0,490.0,5.0,5.0,0
106.91,500.0,500.0,490.0,5.0,5.0,0
86.91,266.0,214.0,286.0,3.0,3.0,0
166.91,500.0,500.0,200.0,5.0,5.0,0
106.86,500.0,500.0,500.0,5.0,5.0,0
86.86,500.0,500.0,500.0,5.0,5.0,0
66.86,490.0,278.0,494.0,5.0,4.0,0
166.91,500.0,500.0,473.0,5.0,5.0,0
106.91,500.0,500.0,473.0,5.0,5.0,0
86.91,400.0,200.0,379.0,4.0,2.0,0
66.91,373.0,100.0,375.0,4.0,1.0,0
46.84,373.0,100.0,375.0,4.0,1.0,0
26.84,373.0,100.0,375.0,4.0,1.0,0
6.84,373.0,100.0,375.0,4.0,1.0,0
166.91,500.0,500.0,375.0,5.0,5.0,0
106.91,500.0,500.0,475.0,5.0,5.0,0
86.86,500.0,500.0,475.0,5.0,5.0,0
66.86,500.0,500.0,475.0,5.0,5.0,0
46.86,474.0,327.0,471.0,5.0,4.0,0
166.91,500.0,500.0,269.0,5.0,5.0,0
106.91,500.0,500.0,469.0,5.0,5.0,0
86.91,400.0,442.0,369.0,4.0,5.0,0
66.84,400.0,439.0,369.0,4.0,5.0,0
46.84,395.0,424.0,368.0,4.0,5.0,0
166.88,500.0,500.0,266.0,5.0,5.0,0
106.88,500.0,500.0,466.0,5.0,5.0,0
86.81,400.0,327.0,376.0,4.0,4.0,0
66.81,400.0,158.0,376.0,4.0,2.0,0
167.0,500.0,500.0,374.0,5.0,5.0,0
167.0,500.0,500.0,493.0,5.0,5.0,0
167.0,500.0,500.0,493.0,5.0,5.0,0
166.91,500.0,500.0,493.0,5.0,5.0,0
106.91,500.0,500.0,493.0,5.0,5.0,0
86.91,476.0,496.0,484.0,5.0,5.0,0
66.86,134.0,452.0,190.0,2.0,5.0,0
26.26,134.0,380.0,190.0,2.0,4.0,1
6.26,23.0,280.0,88.0,1.0,3.0,1
166.91,500.0,500.0,87.0,5.0,5.0,0
106.91,500.0,500.0,487.0,5.0,5.0,0
86.86,461.0,500.0,473.0,5.0,5.0,0
66.86,361.0,212.0,372.0,4.0,3.0,0
46.86,351.0,90.0,372.0,4.0,1.0,0
166.88,500.0,500.0,272.0,5.0,5.0,0
167.0,500.0,500.0,485.0,5.0,5.0,0
167.0,500.0,500.0,485.0,5.0,5.0,0
167.0,500.0,500.0,485.0,5.0,5.0,0
114.03,500.0,500.0,485.0,5.0,5.0,0
94.03,400.0,500.0,385.0,4.0,5.0,0
73.98,341.0,397.0,380.0,4.0,4.0,0
53.98,341.0,397.0,380.0,4.0,4.0,0
33.98,341.0,297.0,380.0,4.0,3.0,0
166.88,500.0,500.0,285.0,5.0,5.0,0
106.81,500.0,500.0,485.0,5.0,5.0,0
37.38,300.0,174.0,300.0,3.0,2.0,1
17.38,200.0,58.0,200.0,2.0,1.0,1
166.88,500.0,500.0,198.0,5.0,5.0,0
106.91,500.0,500.0,500.0,5.0,5.0,0
86.92,242.0,75.0,295.0,3.0,1.0,0
36.66,100.0,31.0,100.0,1.0,1.0,1
175.0,500.0,500.0,0.0,5.0,5.0,0
175.0,500.0,500.0,100.0,5.0,5.0,0
175.0,500.0,500.0,300.0,5.0,5.0,0
175.0,500.0,500.0,300.0,5.0,5.0,0
175.0,500.0,500.0,300.0,5.0,5.0,0
175.0,500.0,500.0,400.0,5.0,5.0,0
175.0,500.0,500.0,400.0,5.0,5.0,0
175.0,500.0,500.0,400.0,5.0,5.0,0
175.0,500.0,500.0,400.0,5.0,5.0,0
175.0,500.0,500.0,400.0,5.0,5.0,0
175.0,500.0,500.0,400.0,5.0,5.0,0
175.0,500.0,500.0,400.0,5.0,5.0,0
175.0,500.0,500.0,400.0,5.0,5.0,0
175.0,500.0,500.0,400.0,5.0,5.0,0
175.0,500.0,500.0,400.0,5.0,5.0,0
175.0,500.0,500.0,400.0,5.0,5.0,0
175.0,500.0,500.0,400.0,5.0,5.0,0
175.0,500.0,500.0,400.0,5.0,5.0,0
175.0,500.0,500.0,400.0,5.0,5.0,0
175.0,500.0,500.0,400.0,5.0,5.0,0
175.0,500.0,500.0,400.0,5.0,5.0,0
175.0,500.0,500.0,400.0,5.0,5.0,0
175.0,500.0,500.0,400.0,5.0,5.0,0
175.0,500.0,500.0,400.0,5.0,5.0,0
172.09,500.0,500.0,400.0,5.0,5.0,0
112.09,500.0,500.0,400.0,5.0,5.0,0
92.09,500.0,385.0,400.0,5.0,4.0,0
32.09,286.0,170.0,191.0,3.0,2.0,1
174.96,500.0,500.0,0.0,5.0,5.0,0
114.96,500.0,500.0,400.0,5.0,5.0,0
94.96,461.0,500.0,400.0,5.0,5.0,0
74.96,461.0,500.0,400.0,5.0,5.0,0
39.23,300.0,362.0,300.0,3.0,4.0,1
19.23,300.0,362.0,300.0,3.0,4.0,1
174.96,500.0,500.0,300.0,5.0,5.0,0
114.96,500.0,500.0,300.0,5.0,5.0,0
94.96,400.0,500.0,200.0,4.0,5.0,0
74.96,328.0,500.0,175.0,4.0,5.0,0
54.96,100.0,374.0,100.0,1.0,5.0,0
28.0,100.0,326.0,100.0,1.0,5.0,1
8.0,74.0,226.0,100.0,1.0,4.0,1
174.96,500.0,500.0,86.0,5.0,5.0,0
114.96,500.0,500.0,486.0,5.0,5.0,0
94.96,465.0,469.0,474.0,5.0,5.0,0
74.96,465.0,469.0,474.0,5.0,5.0,0
54.96,465.0,469.0,474.0,5.0,5.0,0
34.96,400.0,297.0,386.0,4.0,3.0,0
34.27,300.0,203.0,286.0,3.0,3.0,1
174.96,500.0,500.0,0.0,5.0,5.0,0
114.96,500.0,500.0,200.0,5.0,5.0,0
94.96,500.0,499.0,200.0,5.0,5.0,0
74.96,400.0,499.0,200.0,4.0,5.0,0
54.96,400.0,499.0,200.0,4.0,5.0,0
34.96,400.0,499.0,200.0,4.0,5.0,0
14.96,174.0,360.0,0.0,2.0,5.0,0
174.96,500.0,500.0,0.0,5.0,5.0,0
114.96,500.0,500.0,500.0,5.0,5.0,0
94.96,500.0,490.0,500.0,5.0,5.0,0
74.96,462.0,290.0,494.0,5.0,3.0,0
54.96,462.0,290.0,494.0,5.0,3.0,0
34.96,429.0,199.0,489.0,5.0,2.0,0
14.96,429.0,99.0,489.0,5.0,1.0,0
174.96,500.0,500.0,289.0,5.0,5.0,0
114.96,500.0,500.0,489.0,5.0,5.0,0
94.96,500.0,500.0,489.0,5.0,5.0,0
74.96,500.0,400.0,489.0,5.0,4.0,0
54.96,500.0,400.0,489.0,5.0,4.0,0
34.96,500.0,300.0,489.0,5.0,3.0,0
174.96,500.0,500.0,489.0,5.0,5.0,0
114.96,500.0,500.0,495.0,5.0,5.0,0
94.96,462.0,447.0,487.0,5.0,5.0,0
174.96,500.0,500.0,487.0,5.0,5.0,0
114.96,500.0,500.0,487.0,5.0,5.0,0
94.96,500.0,358.0,487.0,5.0,4.0,0
175.0,500.0,500.0,487.0,5.0,5.0,0
169.31,500.0,500.0,487.0,5.0,5.0,0
109.31,500.0,500.0,487.0,5.0,5.0,0
89.31,462.0,500.0,474.0,5.0,5.0,0
22.55,251.0,357.0,284.0,3.0,4.0,1
2.55,151.0,232.0,184.0,2.0,3.0,1
174.96,500.0,500.0,171.0,5.0,5.0,0
114.96,500.0,500.0,471.0,5.0,5.0,0
94.96,500.0,500.0,471.0,5.0,5.0,0
39.25,400.0,408.0,371.0,4.0,5.0,1
19.25,352.0,408.0,371.0,4.0,5.0,1
174.96,500.0,500.0,266.0,5.0,5.0,0
114.96,500.0,500.0,466.0,5.0,5.0,0
94.96,500.0,360.0,466.0,5.0,4.0,0
74.96,334.0,103.0,363.0,4.0,2.0,0
54.96,329.0,103.0,361.0,4.0,2.0,0
174.96,500.0,500.0,361.0,5.0,5.0,0
114.96,500.0,500.0,461.0,5.0,5.0,0
94.96,200.0,321.0,196.0,2.0,5.0,0
74.96,100.0,274.0,100.0,1.0,4.0,0
32.58,54.0,128.0,98.0,1.0,2.0,1
12.58,54.0,128.0,98.0,1.0,2.0,1
174.95,500.0,500.0,0.0,5.0,5.0,0
114.95,500.0,500.0,500.0,5.0,5.0,0
94.95,448.0,400.0,480.0,5.0,4.0,0
74.95,448.0,400.0,480.0,5.0,4.0,0
54.95,448.0,400.0,480.0,5.0,4.0,0
34.95,422.0,300.0,480.0,5.0,3.0,0
14.95,395.0,100.0,476.0,5.0,1.0,0
174.96,500.0,500.0,468.0,5.0,5.0,0
114.96,500.0,500.0,480.0,5.0,5.0,0
94.96,500.0,484.0,480.0,5.0,5.0,0
175.0,500.0,500.0,0.0,5.0,5.0,0
175.0,500.0,500.0,400.0,5.0,5.0,0
175.0,500.0,500.0,400.0,5.0,5.0,0
175.0,500.0,500.0,400.0,5.0,5.0,0
175.0,500.0,500.0,400.0,5.0,5.0,0
175.0,500.0,500.0,400.0,5.0,5.0,0
175.0,500.0,500.0,400.0,5.0,5.0,0
175.0,500.0,500.0,400.0,5.0,5.0,0
175.0,500.0,500.0,400.0,5.0,5.0,0
175.0,500.0,500.0,400.0,5.0,5.0,0
160.34,500.0,500.0,400.0,5.0,5.0,0
100.34,500.0,500.0,400.0,5.0,5.0,0
80.34,450.0,395.0,388.0,5.0,4.0,0
32.03,300.0,265.0,200.0,3.0,3.0,1
12.03,200.0,265.0,200.0,2.0,3.0,1
174.95,500.0,500.0,97.0,5.0,5.0,0
114.95,500.0,500.0,97.0,5.0,5.0,0
94.95,431.0,500.0,97.0,5.0,5.0,0
74.95,431.0,500.0,97.0,5.0,5.0,0
54.95,431.0,500.0,97.0,5.0,5.0,0
34.95,300.0,354.0,97.0,3.0,4.0,0
27.69,100.0,292.0,97.0,1.0,4.0,1
174.95,500.0,500.0,0.0,5.0,5.0,0
114.95,500.0,500.0,500.0,5.0,5.0,0
94.95,458.0,307.0,481.0,5.0,4.0,0
74.95,458.0,307.0,481.0,5.0,4.0,0
40.0,258.0,223.0,281.0,3.0,4.0,1
20.0,254.0,123.0,279.0,3.0,3.0,1
174.95,500.0,500.0,172.0,5.0,5.0,0
114.95,500.0,500.0,472.0,5.0,5.0,0
94.95,314.0,339.0,356.0,4.0,4.0,0
74.95,314.0,339.0,356.0,4.0,4.0,0
54.95,233.0,239.0,341.0,4.0,3.0,0
34.95,233.0,239.0,341.0,4.0,3.0,0
14.95,88.0,117.0,180.0,2.0,2.0,0
174.95,500.0,500.0,173.0,5.0,5.0,0
114.95,500.0,500.0,473.0,5.0,5.0,0
94.95,500.0,500.0,473.0,5.0,5.0,0
74.95,500.0,400.0,473.0,5.0,4.0,0
54.95,500.0,300.0,473.0,5.0,3.0,0
174.96,500.0,500.0,473.0,5.0,5.0,0
175.0,500.0,500.0,473.0,5.0,5.0,0
170.13,500.0,500.0,473.0,5.0,5.0,0
110.13,500.0,500.0,473.0,5.0,5.0,0
